fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Tyquan Thornton,22,WR,74,Patriots,69,67,95,82,88,91,WR_DeepThreat,73,21,25,69,76,75,83,82,Baylor,75,10,Tyquan,18,39,88,launch-ratings,19,72,14,18,72,Thornton,24,12,72,23,25,25,26,17,ThorntonTyquan_22371,8/7/00,Right,1985,10,18,22371,30,62,28,19,46,Long Stride Loose,70,2280000,79,67,88,published,39,55,19,22,22,31,38,33,44,27,4500000,79,33,183,0,18
Tyre Phillips,25,LG,77,Ravens,69,76,60,50,64,66,G_Power,48,34,12,34,52,10,30,48,Mississippi St.,5,10,Tyre,20,86,84,launch-ratings,74,29,20,22,10,Phillips,79,12,5,65,69,67,6,10,PhillipsTyre_21102,1/29/97,Right,526,10,10,21102,21,12,70,75,73,Long Stride Awkward,10,840000,12,21,82,published,34,88,34,25,6,6,6,6,15,13,3660000,88,51,331,2,12
Tyrod Taylor,33,QB,73,Giants,69,66,86,88,87,89,QB_Scrambler,85,25,79,73,66,56,63,85,Virginia Tech,15,10,Tyrod,12,34,82,launch-ratings,2,79,17,19,15,Taylor,25,18,25,20,18,23,77,20,TaylorTyrod_10583,8/3/89,Right,4490,10,15,10583,35,33,15,15,20,Default,35,7450000,55,78,77,published,61,57,37,16,77,79,83,79,86,79,2150000,83,42,217,11,25
Velus Jones Jr,25,WR,72,Bears,69,69,94,80,81,95,WR_DeepThreat,80,21,24,74,70,78,78,76,Tennessee,72,10,Velus,19,44,92,launch-ratings,12,79,11,16,79,Jones Jr,30,11,68,18,22,30,10,16,JonesJrVelus_22089,5/11/97,Right,1791,10,13,22089,26,73,33,26,46,Default,71,1120000,77,70,79,published,64,64,21,1,10,15,20,16,28,20,4280000,82,41,204,0,16
Vernon Butler Jr,28,LE,76,Raiders,69,78,64,62,81,70,DE_RunStopper,28,72,12,17,36,20,32,55,LA. Tech,3,62,Vernon,84,83,86,launch-ratings,94,26,19,20,9,Butler Jr,33,21,6,44,46,44,6,79,ButlerVernon_17658,6/14/94,Right,7927,73,22,17658,79,17,45,44,45,Default Stride Loose,14,450000,23,21,75,published,32,83,83,23,6,6,6,6,22,11,770000,87,37,330,6,31
Will Parks,28,SS,73,Jets,69,68,86,81,77,87,S_RunSupport,54,53,14,49,68,38,71,81,Arizona,10,30,Will,83,64,86,launch-ratings,39,68,24,22,35,Parks,19,66,13,35,35,25,6,70,ParksWill_17859,7/29/94,Right,8170,28,71,17859,78,12,35,35,18,Short Stride Default,15,0,60,64,87,published,48,73,69,18,6,6,6,6,27,15,900000,82,54,200,5,72
Will Harris,26,SS,73,Lions,69,65,90,86,87,91,S_Zone,64,53,14,56,68,52,67,85,Boston College,28,33,Will,78,56,95,launch-ratings,25,72,11,15,45,Harris,15,68,32,35,35,35,15,62,HarrisWill_20466,12/19/95,Right,9492,27,65,20466,72,39,35,35,35,Default Stride Loose,37,920000,63,64,93,published,35,66,68,19,10,10,15,15,23,14,4320000,86,35,207,3,73
Willie Gay,24,ROLB,73,Chiefs,69,72,88,81,90,91,OLB_RunStopper,58,66,12,55,56,46,62,76,Mississippi St.,24,57,Willie,86,76,85,launch-ratings,50,64,18,28,14,Gay,24,59,30,45,45,45,6,67,GayJrWillie_21001,2/15/98,Right,295,49,56,21001,79,31,45,45,45,Default Stride Loose,35,1750000,62,57,83,published,45,71,79,9,6,6,6,6,25,16,3530000,84,43,243,2,65
A.J. Green,24,CB,74,Browns,68,70,85,81,82,91,CB_Zone,50,42,10,39,54,57,64,82,Oklahoma St.,11,27,A.J.,52,48,90,launch-ratings,38,70,17,18,40,Green,15,68,16,34,33,10,6,68,GreenAJ_21162,6/9/98,Right,304,26,76,21162,71,27,34,33,15,Default Stride Loose,26,0,56,62,88,published,32,59,58,5,6,6,6,6,27,11,1510000,78,26,198,2,73
Adam Shaheen,27,TE,78,Dolphins,68,66,80,80,79,78,TE_Possession,77,31,13,71,74,80,77,68,Ashland,57,10,Adam,37,70,87,launch-ratings,80,75,19,29,10,Shaheen,55,14,59,57,60,61,6,14,ShaheenAdam_12605,10/24/94,Right,8721,10,25,12605,37,60,62,60,63,Long Stride Loose,62,3800000,79,63,81,published,76,77,32,12,6,10,15,10,25,10,2930000,81,75,257,5,24
Akayleb Evans,23,CB,74,Vikings,68,69,90,81,86,93,CB_Zone,54,44,21,45,55,48,54,86,Missouri,17,40,Akayleb,66,52,86,launch-ratings,21,65,13,14,40,Evans,26,63,23,33,33,33,11,65,EvansAkayleb_22208,6/2/99,Right,1568,35,72,22208,64,27,35,35,35,Long Stride Default,28,740000,52,60,90,published,33,65,62,31,10,10,15,19,24,11,3490000,83,38,201,0,69
Andrew Beck,26,FB,75,Broncos,68,58,84,79,82,89,FB_Utility,65,47,15,57,67,65,73,77,Texas,49,20,Andrew,36,66,83,launch-ratings,83,62,15,22,30,Beck,66,31,54,52,55,69,6,40,BeckAndrew_20526,5/15/96,Right,89,35,26,20526,52,60,61,64,64,Default Stride Loose,61,260000,61,57,80,published,65,77,47,4,6,10,15,10,30,15,970000,88,67,255,3,37
Angelo Blackson,29,DT,76,Bears,68,79,71,64,76,74,DT_PowerRusher,10,71,12,10,39,17,29,56,Auburn,4,55,Angelo,77,79,93,launch-ratings,90,15,15,21,10,Blackson,19,15,8,45,45,45,6,79,BlacksonAngelo_2616,11/14/92,Right,7020,74,20,2616,78,25,45,45,45,Default Stride Awkward,15,2500000,19,20,83,published,25,79,78,1,6,6,6,6,21,14,3000000,76,29,318,7,20
Antonio Gandy-Golden,24,WR,76,Commanders,68,64,86,80,88,88,WR_Physical,79,35,22,78,77,80,82,82,Liberty,70,10,Antonio,36,47,87,launch-ratings,18,78,12,17,40,Gandy-Golden,30,12,72,19,20,35,10,14,GandyGoldenAntonio_21078,4/11/98,Left,290,10,22,21078,35,74,24,28,44,Long Stride Default,73,0,83,76,80,published,68,70,32,26,5,10,15,10,30,12,1070000,89,65,223,2,19
Antonio Williams,24,HB,71,Giants,68,64,88,87,82,91,HB_ElusiveBack,78,27,21,78,88,43,64,85,North Carolina,36,10,Antonio,32,44,88,launch-ratings,21,77,13,17,65,Williams,41,12,46,28,34,55,13,21,WilliamsAntonio_21640,10/22/97,Right,1542,10,15,21640,31,42,23,28,40,Default Stride High and Tight,51,0,43,70,81,published,71,73,31,16,10,15,20,15,28,11,1000000,82,78,215,2,15
Ben Bartch,24,LG,78,Jaguars,68,73,68,69,70,62,G_Agile,33,15,12,40,56,40,54,53,St. John's,24,10,Ben,35,83,88,launch-ratings,78,36,27,37,10,Bartch,85,12,33,72,68,70,6,15,BartchBen_21100,7/22/98,Right,84,15,10,21100,22,34,71,66,68,Long Stride Default,40,760000,44,30,86,published,27,85,29,17,6,6,6,6,25,5,3300000,92,46,309,2,15
Ben Burr-Kirven,24,MLB,72,Seahawks,68,62,86,86,83,89,MLB_RunStopper,62,65,24,48,64,40,62,75,Washington,19,50,Ben,82,76,85,launch-ratings,55,62,15,20,65,Burr-Kirven,15,55,24,45,45,45,15,61,BurrKirvenBen_20588,9/8/97,Right,9407,57,48,20588,82,15,45,45,45,Default Stride Loose,32,320000,46,54,79,published,56,71,85,28,10,10,15,15,30,25,2540000,81,58,230,3,64
Bernhard Raimann,24,LT,78,Colts,68,62,71,72,75,80,OT_Agile,46,27,17,33,50,45,46,60,Central Michigan,21,10,Bernhard,23,79,90,launch-ratings,79,29,31,33,10,Raimann,83,14,26,75,72,73,6,15,RaimannBernhard_22132,9/23/97,Right,1903,10,10,22132,34,33,74,67,71,Long Stride Awkward,32,1040000,43,24,87,published,37,90,33,10,9,10,12,15,22,12,4260000,83,34,307,0,16
Bo Melton,23,WR,71,Seahawks,68,59,94,90,88,93,WR_Playmaker,78,22,29,75,68,77,78,91,Rutgers,68,10,Bo,17,43,87,launch-ratings,81,79,20,20,74,Melton,27,13,65,20,24,28,15,14,MeltonBo_22084,5/18/99,Right,1850,10,13,22084,27,66,36,30,48,Short Stride Default,67,120000,79,71,82,published,63,65,22,28,10,15,20,25,32,24,3650000,80,63,190,0,20
Boye Mafe,23,ROLB,76,Seahawks,68,62,87,76,95,91,OLB_SpeedRusher,29,65,12,31,28,22,36,67,Minnesota,5,70,Boye,81,73,90,launch-ratings,53,24,26,28,10,Mafe,16,36,7,45,45,45,9,60,MafeBoye_22153,11/30/98,Right,1821,63,32,22153,83,15,45,45,45,Long Stride Loose,14,3360000,34,17,72,published,39,75,76,28,9,12,17,9,21,10,4910000,85,35,257,0,46
Brandin Echols,24,CB,70,Jets,68,63,93,89,95,93,CB_Zone,68,43,31,45,62,52,59,88,Kentucky,37,38,Brandin,47,39,87,launch-ratings,26,74,16,21,65,Echols,14,64,40,35,35,35,23,63,EcholsBrandin_21786,10/16/97,Right,1358,29,77,21786,65,33,35,35,35,Default Stride Loose,45,160000,56,64,92,published,32,52,55,18,12,14,19,21,32,13,3490000,85,33,175,1,67
Brandon Parker,26,RT,80,Raiders,68,78,59,57,71,66,OT_Agile,15,30,12,10,21,15,22,42,N.C. AT,5,13,Brandon,30,82,92,launch-ratings,75,12,12,17,10,Parker,84,13,5,70,66,67,6,16,ParkerBrandon_13425,10/21/95,Right,9014,18,10,13425,30,12,78,72,75,Long Stride Awkward,12,2660000,15,10,86,published,14,84,31,23,6,6,6,6,22,15,840000,93,30,320,4,15
Brian Johnson,24,K,73,Commanders,68,50,68,64,64,72,KP_Power,21,12,12,12,29,10,27,57,Virginia Tech,10,10,Brian,15,15,85,launch-ratings,16,23,74,94,10,Johnson,10,12,10,10,10,16,16,18,JohnsonBrian_21950,11/15/97,Right,914,10,10,21950,24,12,10,10,13,Default Stride Awkward,10,0,14,14,85,published,10,38,23,26,23,27,32,19,31,16,820000,60,10,185,1,12
Brian Asamoah II,22,MLB,73,Vikings,68,68,87,83,81,92,MLB_FieldGeneral,39,64,12,28,55,35,54,75,Oklahoma,5,55,Brian,84,77,90,launch-ratings,33,44,12,15,10,Asamoah II,22,56,6,45,45,45,6,70,AsamoahIIBrian_22190,3/29/00,Right,1145,48,46,22190,82,25,45,45,45,Default Stride Loose,10,1160000,32,38,86,published,34,71,78,31,6,6,6,6,23,10,3670000,85,40,225,0,63
Cam Jurgens,23,C,75,Eagles,68,73,75,74,81,79,C_Agile,44,25,10,35,45,43,47,60,Nebraska,32,18,Cam,32,78,87,launch-ratings,51,42,15,19,10,Jurgens,86,10,36,71,67,69,6,15,JurgensCam_22273,8/21/99,Right,1793,20,12,22273,35,42,75,69,72,Default Stride Awkward,39,2160000,40,38,85,published,45,83,26,13,6,6,6,6,20,10,4470000,80,39,304,0,10
Cameron Erving,30,RT,77,Panthers,68,84,65,66,75,59,OT_Power,10,47,12,6,45,15,43,51,Florida State,5,25,Cameron,44,81,79,launch-ratings,75,10,25,25,10,Erving,80,12,5,70,74,73,6,25,ErvingCameron_2505,8/23/92,Right,7103,55,10,2505,54,15,73,69,71,Default Stride Awkward,15,7500000,15,10,85,published,30,85,56,21,6,6,6,6,30,10,2500000,73,25,313,7,15
Carl Granderson,25,LE,77,Saints,68,65,79,73,84,83,DE_SmallerSpeedRusher,40,64,12,26,29,29,38,67,Wyoming,7,76,Carl,74,76,89,launch-ratings,96,30,14,18,28,Granderson,18,31,11,45,44,45,6,64,GrandersonCarl_20417,12/18/96,Right,9475,68,26,20417,79,14,45,46,45,Long Stride Loose,18,400000,30,22,77,published,35,75,75,27,6,6,6,6,24,10,4790000,84,31,261,3,42
Channing Tindall,22,MLB,74,Dolphins,68,66,91,75,95,94,MLB_RunStopper,50,65,15,32,55,42,49,81,Georgia,15,54,Channing,86,74,90,launch-ratings,51,61,17,19,30,Tindall,21,57,20,45,45,45,15,62,TindallChanning_22204,3/28/00,Right,1986,59,46,22204,87,19,45,45,45,Default Stride Loose,25,840000,45,55,80,published,55,69,82,12,9,10,15,15,29,10,4220000,83,49,228,0,53
Chauncey Golston,24,LE,77,Cowboys,68,69,78,71,84,87,DE_RunStopper,38,71,12,31,49,49,65,63,Iowa,6,64,Chauncey,79,78,91,launch-ratings,99,33,10,10,10,Golston,15,28,10,45,45,45,6,71,GolstonChauncey_21874,2/10/98,Right,1073,69,23,21874,78,14,45,45,45,Long Stride Default,14,920000,51,32,73,published,34,79,77,11,6,6,6,6,23,14,3990000,86,37,268,1,39
Chris Claybrooks,25,CB,69,Jaguars,68,61,94,92,87,93,CB_MantoMan,76,46,10,69,67,65,73,90,Memphis,50,35,Chris,48,46,88,launch-ratings,27,83,13,14,84,Claybrooks,17,67,47,35,35,35,6,60,ClaybrooksChris_24431,7/17/97,Right,1410,32,66,24431,71,36,35,35,35,Short Stride Default,53,110000,68,77,88,published,40,50,51,17,6,6,6,6,26,15,3300000,88,34,179,2,62
Christian Harris,21,MLB,73,Texans,68,68,90,84,83,93,MLB_PassCoverage,51,66,15,37,55,50,65,82,Alabama,29,64,Christian,82,76,90,launch-ratings,48,57,24,22,39,Harris,26,65,31,45,45,45,6,67,HarrisChristian_22405,1/16/01,Right,1756,57,58,22405,78,37,45,45,45,Default Stride Loose,35,1080000,62,46,84,published,44,69,77,32,6,6,6,6,25,10,4270000,80,45,226,0,63
Chuma Edoga,25,RT,75,Jets,68,77,67,68,63,70,OT_Agile,20,26,12,9,24,21,29,56,USC,5,10,Chuma,35,79,83,launch-ratings,70,10,30,40,6,Edoga,81,12,7,73,69,71,6,15,EdogaChuma_20366,5/25/97,Right,9446,10,10,20366,27,15,74,68,71,Default Stride Awkward,17,870000,16,10,83,published,30,84,36,18,6,6,6,6,23,3,2720000,79,28,308,3,15
Coby Bryant,23,CB,73,Seahawks,68,70,88,83,80,90,CB_Zone,65,50,14,49,62,64,75,83,Cincinnati,12,25,Coby,63,43,91,launch-ratings,8,74,19,21,55,Bryant,15,70,16,34,33,10,6,67,BryantCoby_22211,3/29/99,Right,1219,20,65,22211,73,19,34,33,15,Default,24,780000,70,66,90,published,33,63,50,28,6,6,6,15,27,11,3490000,83,29,193,0,75
Cody Davis,33,SS,74,Patriots,68,66,87,85,90,90,S_Hybrid,59,40,15,29,60,35,59,79,Texas Tech,10,47,Cody,79,59,91,launch-ratings,22,65,19,15,45,Davis,14,68,10,35,35,35,15,67,DavisCody_14732,6/6/89,Right,6857,49,72,14732,64,15,35,35,35,Default,15,2000000,61,60,86,published,53,58,68,22,10,10,15,15,35,10,2300000,69,55,203,9,70
Corey Coleman,28,WR,71,Chiefs,68,56,90,90,90,90,WR_Playmaker,77,26,24,71,74,77,77,79,Baylor,71,11,Corey,24,49,86,launch-ratings,1,83,22,23,78,Coleman,29,29,70,11,11,39,6,21,ColemanCorey_17556,7/6/94,Right,7950,11,20,17556,43,73,11,18,36,Default Stride Loose,68,0,81,77,84,published,56,63,28,9,6,10,15,10,29,21,970000,83,39,185,4,24
Corn Elder,27,CB,70,Commanders,68,63,89,87,84,89,CB_Slot,73,54,16,56,56,63,63,85,Miami,10,42,Corn,66,50,86,launch-ratings,26,78,25,25,82,Elder,10,70,13,35,35,35,6,65,ElderCorn_12709,10/9/94,Right,8540,31,75,12709,73,20,35,35,35,Short Stride Loose,23,20000,64,68,87,published,33,67,66,26,6,6,6,6,35,16,1590000,77,34,183,5,68
Damarri Mathis,23,CB,71,Broncos,68,58,93,84,97,93,CB_Zone,64,47,14,53,55,56,67,83,Pittsburgh,20,40,Damarri,68,47,87,launch-ratings,27,73,11,13,50,Mathis,15,65,25,30,30,30,6,63,MathisDamarri_22236,4/12/99,Right,1825,34,76,22236,67,32,35,35,35,Default Stride Loose,30,760000,63,65,91,published,36,61,57,4,6,6,6,6,29,10,3490000,86,33,198,0,70
Dan Feeney,28,C,76,Jets,68,82,63,66,70,67,C_Power,26,37,12,8,23,20,28,54,Indiana,5,10,Dan,38,84,93,launch-ratings,67,28,22,24,10,Feeney,85,12,7,62,68,65,6,20,FeeneyDan_12641,5/29/94,Right,8550,10,15,12641,34,25,69,71,70,Default Stride Awkward,17,1960000,24,23,83,published,32,88,34,18,6,6,6,6,27,10,1040000,79,35,310,5,20
Danny Johnson,26,CB,69,Commanders,68,68,90,80,84,91,CB_Zone,75,43,12,53,61,52,68,82,Southern,13,35,Danny,48,46,88,launch-ratings,36,82,12,16,81,Johnson,15,67,20,35,35,35,6,69,JohnsonDanny_13408,11/17/95,Right,8947,26,68,13408,76,31,35,35,35,Default Stride Loose,32,200000,64,72,89,published,36,55,45,26,6,6,6,6,25,12,850000,79,27,190,4,74
David Bell,21,WR,73,Browns,68,72,86,79,83,90,WR_Physical,78,24,20,76,79,80,84,76,Purdue,66,11,David,20,40,90,launch-ratings,18,74,22,23,33,Bell,27,14,71,16,18,27,6,15,BellDavid_22070,12/14/00,Right,1159,11,13,22070,32,74,24,15,41,Long Stride Loose,73,840000,82,66,87,published,55,67,21,5,15,15,20,15,25,16,4190000,83,57,209,0,19
DeMarcus Walker,27,RE,76,Titans,68,72,75,69,77,77,DE_SmallerSpeedRusher,40,69,12,12,41,34,46,57,Florida State,6,76,DeMarcus,80,82,87,launch-ratings,95,34,20,21,10,Walker,22,42,8,45,45,45,6,70,WalkerDeMarcus_12572,9/30/94,Right,8766,66,32,12572,81,27,45,45,45,Long Stride Loose,18,600000,38,26,77,published,41,78,77,30,6,6,6,6,10,15,450000,89,37,280,5,48
DeMarvin Leal,22,LE,76,Steelers,68,72,73,77,75,78,DE_SmallerSpeedRusher,38,67,12,29,35,31,44,64,Texas AM,20,74,DeMarvin,75,74,88,launch-ratings,98,44,15,16,10,Leal,28,24,24,45,45,45,9,67,LealDeMarvin_22143,7/1/00,Right,1806,72,26,22143,83,25,45,45,45,Long Stride Default,26,960000,34,42,78,published,36,74,76,29,9,9,9,9,20,17,4220000,86,41,290,0,28
Deon Cain,26,WR,74,Eagles,68,55,91,90,81,91,WR_DeepThreat,76,23,27,72,75,80,76,78,Clemson,75,10,Deon,28,54,87,launch-ratings,85,75,13,17,50,Cain,29,17,75,25,27,44,21,22,CainDeon_13189,8/9/96,Right,8832,10,10,13189,32,74,35,37,54,Default Stride Loose,77,0,77,62,82,published,59,57,46,13,31,25,29,22,45,25,1000000,88,52,202,4,13
Derek Watt,29,FB,74,Steelers,68,69,79,74,81,84,FB_Utility,74,47,12,41,77,49,68,74,Wisconsin,43,35,Derek,49,60,90,launch-ratings,44,70,19,19,32,Watt,72,15,51,41,46,62,10,20,WattDerek_17850,11/7/92,Right,8255,30,20,17850,48,50,45,50,60,Default Stride High and Tight,61,5000000,42,62,86,published,73,74,46,29,10,15,20,10,27,15,4740000,90,77,234,6,20
Derek Rivers,28,LE,77,Texans,68,59,84,77,84,88,DE_SmallerSpeedRusher,46,69,12,28,40,39,42,66,Youngstown St.,5,71,Derek,80,77,87,launch-ratings,95,48,14,19,10,Rivers,17,44,9,45,45,45,6,56,RiversDerek_12718,5/9/94,Right,8702,61,51,12718,77,18,45,45,45,Long Stride Loose,17,50000,38,37,72,published,51,83,76,32,6,6,6,6,25,10,1650000,79,48,250,5,49
Durham Smythe,27,TE,78,Dolphins,68,71,78,77,76,83,TE_Possession,63,19,18,62,75,73,82,75,Notre Dame,57,10,Durham,12,71,90,launch-ratings,81,68,14,19,10,Smythe,58,10,62,59,56,60,6,21,SmytheDurham_13291,8/9/95,Right,9064,10,10,13291,25,63,61,56,61,Default Stride Loose,67,4250000,72,50,87,published,67,75,28,12,6,10,15,10,25,14,2750000,86,71,260,4,13
Elijah Wilkinson,27,LT,77,Falcons,68,81,63,62,71,59,OT_Agile,24,33,12,10,20,15,26,47,Massachusetts,5,20,Elijah,35,78,88,launch-ratings,68,30,22,25,10,Wilkinson,79,10,5,73,69,72,6,24,WilkinsonElijah_13028,2/10/95,Right,9312,30,10,13028,38,12,74,70,72,Long Stride Awkward,10,550000,20,25,83,published,36,87,37,14,6,6,6,6,32,12,500000,83,33,329,5,12
Equanimeous St. Brown,25,WR,77,Bears,68,60,90,87,83,92,WR_DeepThreat,74,25,16,71,72,76,79,82,Notre Dame,74,10,Equanimeous,15,50,88,launch-ratings,19,70,13,19,43,St. Brown,35,22,71,29,30,39,15,18,StBrownEquanimeous_13266,9/30/96,Right,9067,10,19,13266,23,70,22,28,47,Long Stride Loose,77,0,83,61,82,published,62,67,27,1,10,10,15,15,26,18,970000,89,50,214,4,21
Gary Jennings,25,WR,73,Chiefs,68,49,92,88,88,91,WR_Playmaker,80,46,29,71,69,80,81,86,West Virginia,73,31,Gary,52,47,90,launch-ratings,23,75,14,19,75,Jennings,23,36,72,17,17,32,32,35,JenningsGary_20470,3/7/97,Right,9525,19,31,20470,51,68,25,30,49,Long Stride Default,71,0,82,71,79,published,58,68,47,9,44,48,53,52,59,34,830000,78,54,216,3,39
Greg Dortch,24,WR,67,Cardinals,68,55,87,89,80,91,WR_Playmaker,81,22,23,67,68,76,83,91,Wake Forest,66,10,Greg,16,38,85,launch-ratings,83,84,14,19,81,Dortch,17,18,68,13,10,25,10,16,DortchGreg_20574,5/29/98,Right,9442,10,12,20574,26,55,19,16,40,Short Stride Default,72,0,81,75,80,published,43,41,23,7,17,22,26,27,36,20,890000,76,35,173,4,25
Harvey Langi,29,LOLB,74,Patriots,68,61,82,77,80,83,OLB_RunStopper,57,71,13,34,61,56,64,68,BYU,35,55,Harvey,84,76,87,launch-ratings,52,58,20,20,15,Langi,16,61,42,45,45,45,6,63,LangiHarvey_12780,9/24/92,Right,8630,67,48,12780,81,46,45,45,45,Default,51,80000,50,50,78,published,48,77,80,22,6,18,24,6,27,25,940000,86,56,252,5,63
Henry Black,25,FS,72,Giants,68,66,88,84,81,90,S_RunSupport,63,54,14,46,63,53,68,83,Baylor,24,39,Henry,83,64,89,launch-ratings,24,71,14,18,30,Black,12,66,29,35,35,35,6,68,BlackHenry_21443,1/3/97,Right,1398,32,68,21443,78,30,35,35,35,Long Stride Loose,33,0,61,68,88,published,40,65,66,16,6,6,6,6,25,18,900000,83,35,204,2,68
Ifeatu Melifonwu,23,CB,75,Lions,68,66,89,83,95,91,CB_MantoMan,67,54,44,51,59,52,67,83,Syracuse,30,42,Ifeatu,61,57,85,launch-ratings,26,72,23,28,65,Melifonwu,29,69,32,35,35,35,29,63,MelifonwuIfeatu_21471,5/2/99,Right,1299,34,68,21471,74,42,35,35,35,Long Stride Loose,34,840000,60,66,88,published,44,64,62,19,33,38,41,39,46,26,3950000,81,50,210,1,67
Ihmir Smith-Marsette,23,WR,73,Vikings,68,67,90,83,87,92,WR_Playmaker,81,38,25,71,72,76,78,87,Iowa,73,14,Ihmir,38,37,89,launch-ratings,15,76,12,18,83,Smith-Marsette,19,24,71,19,21,24,24,27,SmithMarsetteIhmir_21605,8/29/99,Right,1244,11,24,21605,46,64,26,20,37,Default Stride Loose,71,310000,76,74,81,published,47,54,45,31,35,42,47,40,63,29,3480000,82,38,181,1,32
Isaac Rochell,27,RE,76,Browns,68,64,75,64,77,76,DE_PowerRusher,25,71,12,18,28,19,36,50,Notre Dame,3,57,Isaac,82,86,91,launch-ratings,98,23,21,22,10,Rochell,16,23,7,45,45,45,9,62,RochellIsaac_12683,4/22/95,Right,8707,73,26,12683,79,12,45,45,45,Long Stride Loose,14,150000,15,17,74,published,32,88,81,5,9,12,17,9,24,10,900000,90,36,280,5,34
Jacob Hollister,28,TE,76,Raiders,68,64,83,78,85,86,TE_VerticalThreat,64,40,13,69,71,78,77,74,Wyoming,56,22,Jacob,35,65,84,launch-ratings,88,70,19,15,33,Hollister,55,19,62,56,59,60,6,18,HollisterJacob_12951,11/18/93,Right,9204,14,12,12951,38,68,58,56,59,Long Stride Default,66,70000,81,67,83,published,70,67,38,23,6,10,15,10,13,10,980000,85,73,245,5,26
Jake Verity,24,K,74,Colts,68,51,74,55,61,67,KP_Power,40,22,21,15,47,14,30,51,East Carolina,12,10,Jake,16,19,90,launch-ratings,6,58,74,92,10,Verity,14,12,14,14,13,20,20,24,VerityJake_21781,12/23/97,Right,0,10,10,21781,29,11,16,15,25,Default Stride Awkward,17,3000000,15,50,87,published,25,48,28,10,25,30,35,20,40,15,9900000,76,25,197,1,15
Jalen Reeves-Maybin,27,LOLB,72,Texans,68,78,82,76,85,84,OLB_PassCoverage,36,63,12,17,54,43,58,73,Tennessee,6,64,Jalen,83,64,90,launch-ratings,44,47,11,20,10,Reeves-Maybin,14,69,10,45,45,45,6,77,ReevesMaybinJalen_12832,1/31/95,Right,8698,54,49,12832,77,16,45,45,45,Long Stride Loose,20,4720000,40,34,88,published,34,70,74,32,6,6,6,6,13,16,2750000,81,24,233,5,64
Jalyn Holmes,26,LE,77,Giants,68,66,78,63,78,82,DE_PowerRusher,52,70,12,27,59,33,56,57,Ohio State,36,64,Jalyn,82,84,87,launch-ratings,91,41,10,10,10,Holmes,34,24,40,45,45,45,6,68,HolmesJalyn_13239,1/25/96,Right,8927,70,21,13239,80,50,45,45,45,Long Stride Loose,45,0,36,36,73,published,46,87,78,16,6,6,6,6,23,14,900000,82,58,283,4,29
Jamar Johnson,22,SS,72,Broncos,68,67,87,83,84,88,S_Hybrid,74,51,27,52,58,64,70,81,Indiana,18,48,Jamar,73,53,87,launch-ratings,41,73,11,10,71,Johnson,22,70,23,35,35,35,6,71,JohnsonJamar_21918,11/22/99,Right,1638,43,67,21918,71,28,35,35,35,Default Stride Loose,33,300000,62,66,85,published,57,63,64,4,6,6,6,6,24,11,3490000,70,45,197,1,72
James Proche II,25,WR,71,Ravens,68,69,88,82,83,91,WR_Slot,76,25,23,72,74,79,85,79,SMU,69,10,James,17,47,88,launch-ratings,3,74,13,17,77,Proche II,30,11,70,16,20,33,6,15,ProcheIIJames_21082,9/21/96,Right,533,10,13,21082,32,69,33,27,49,Short Stride Default,73,160000,80,70,85,published,54,61,27,25,6,10,15,10,27,23,3300000,84,43,201,2,17
Jaquan Johnson,26,FS,70,Bills,68,68,84,84,80,88,S_RunSupport,67,56,18,55,68,49,67,83,Miami,12,37,Jaquan,81,57,88,launch-ratings,4,68,15,15,35,Johnson,12,65,20,35,35,41,13,67,JohnsonJaquan_20460,11/6/95,Left,9533,31,62,20460,72,17,35,35,35,Default Stride Loose,31,160000,60,59,84,published,22,62,72,3,22,27,32,20,41,25,2540000,88,41,190,3,70
Jeff Smith,25,WR,73,Jets,68,67,93,88,84,94,WR_DeepThreat,76,29,22,68,72,74,79,90,Boston College,69,10,Jeff,22,40,88,launch-ratings,16,77,16,18,45,Smith,22,17,66,21,18,28,19,23,SmithJeff_20907,4/21/97,Right,1061,10,15,20907,35,67,22,28,37,Short Stride Default,67,0,78,72,78,published,47,56,28,18,15,20,25,23,27,18,900000,81,39,195,3,23
